antecedent,consequent,support,confidence,lift
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_unas AND service_-,packet_asymmetry_medium AND state_int,0.030215,1.0,2.131158
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_unas AND service_-,state_int,0.030215,1.0,2.131158
packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND state_int,0.077375,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp,state_int,0.0101,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND proto_udp AND service_dns,state_int,0.223091,1.0,2.131158
bytes_per_packet_low AND packet_rate_high AND proto_udp AND service_dns,state_int,0.146013,1.0,2.131158
proto_unas AND service_-,packet_asymmetry_medium AND state_int,0.068917,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND proto_arp,state_int,0.015792,1.0,2.131158
bytes_per_packet_medium AND proto_unas,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.068917,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND proto_unas,outbound_dominance_ratio_medium AND state_int,0.068917,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_high AND service_dns,packet_asymmetry_medium AND state_int,0.146013,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_high AND service_dns,outbound_dominance_ratio_medium AND state_int,0.146013,1.0,2.131158
packet_rate_medium AND proto_unas,packet_asymmetry_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND proto_unas,state_int,0.068917,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_unas,packet_asymmetry_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_unas,state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND proto_unas AND service_-,state_int,0.068917,1.0,2.131158
bytes_per_packet_medium AND proto_unas AND service_-,outbound_dominance_ratio_medium AND state_int,0.068917,1.0,2.131158
packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND service_dns,state_int,0.077375,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND proto_udp AND service_-,state_int,0.022539,1.0,2.131158
packet_rate_high AND proto_unas AND service_-,packet_asymmetry_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_udp,state_int,0.013642,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND service_dns,state_int,0.077073,1.0,2.131158
packet_rate_high AND proto_unas,packet_asymmetry_medium AND state_int,0.038582,1.0,2.131158
packet_asymmetry_medium AND packet_rate_high AND proto_unas,state_int,0.038582,1.0,2.131158
packet_asymmetry_medium AND proto_arp AND service_-,state_int,0.015792,1.0,2.131158
packet_asymmetry_medium AND packet_rate_low AND proto_arp,state_int,0.015792,1.0,2.131158
packet_asymmetry_medium AND proto_unas AND service_-,state_int,0.068917,1.0,2.131158
packet_asymmetry_medium AND proto_arp,outbound_dominance_ratio_medium AND state_int,0.015792,1.0,2.131158
packet_rate_high AND proto_unas AND service_-,state_int,0.038582,1.0,2.131158
packet_asymmetry_medium AND packet_rate_medium AND proto_unas,state_int,0.030215,1.0,2.131158
bytes_per_packet_low AND packet_rate_high AND service_dns,state_int,0.146013,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND proto_arp AND service_-,state_int,0.015792,1.0,2.131158
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_unas,state_int,0.030215,1.0,2.131158
outbound_dominance_ratio_medium AND proto_unas AND service_-,state_int,0.068917,1.0,2.131158
proto_unas AND service_-,outbound_dominance_ratio_medium AND state_int,0.068917,1.0,2.131158
packet_rate_medium AND proto_unas,outbound_dominance_ratio_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND proto_unas,packet_asymmetry_medium AND state_int,0.068917,1.0,2.131158
packet_asymmetry_medium AND proto_unas,state_int,0.068917,1.0,2.131158
proto_unas,packet_asymmetry_medium AND state_int,0.068917,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND service_dns,state_int,0.146013,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp,state_int,0.0101,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_unas,state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_unas,outbound_dominance_ratio_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp,state_int,0.013642,1.0,2.131158
packet_asymmetry_medium AND proto_arp,state_int,0.015792,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_udp,outbound_dominance_ratio_medium AND state_int,0.013642,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_unas,state_int,0.068917,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND proto_unas,packet_asymmetry_medium AND state_int,0.068917,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_unas AND service_-,outbound_dominance_ratio_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_unas AND service_-,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_unas AND service_-,state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_unas AND service_-,packet_asymmetry_medium AND state_int,0.038582,1.0,2.131158
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_unas,state_int,0.068917,1.0,2.131158
outbound_dominance_ratio_medium AND proto_unas,packet_asymmetry_medium AND state_int,0.068917,1.0,2.131158
outbound_dominance_ratio_medium AND packet_rate_high AND proto_unas,state_int,0.038582,1.0,2.131158
packet_rate_high AND proto_unas,outbound_dominance_ratio_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_dns,state_int,0.146013,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_medium AND proto_unas AND service_-,packet_asymmetry_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_unas AND service_-,outbound_dominance_ratio_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low AND proto_arp AND service_-,outbound_dominance_ratio_medium AND state_int,0.015792,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_unas AND service_-,state_int,0.030215,1.0,2.131158
outbound_dominance_ratio_medium AND packet_rate_high AND service_dns,state_int,0.146629,0.999961,2.131075
packet_rate_high AND service_dns,outbound_dominance_ratio_medium AND state_int,0.146629,0.999961,2.131075
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_dns,state_int,0.146629,0.999961,2.131075
packet_rate_high AND service_dns,state_int,0.146629,0.999961,2.131075
outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp AND service_dns,state_int,0.146629,0.999961,2.131075
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND service_dns,state_int,0.146629,0.999961,2.131075
packet_asymmetry_medium AND packet_rate_high AND service_dns,outbound_dominance_ratio_medium AND state_int,0.146629,0.999961,2.131075
packet_rate_high AND service_dns,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.146629,0.999961,2.131075
outbound_dominance_ratio_medium AND packet_rate_high AND service_dns,packet_asymmetry_medium AND state_int,0.146629,0.999961,2.131075
outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp AND service_dns,packet_asymmetry_medium AND state_int,0.146629,0.999961,2.131075
packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND state_int,0.146629,0.999961,2.131075
packet_rate_high AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.146629,0.999961,2.131075
packet_rate_high AND proto_udp AND service_dns,state_int,0.146629,0.999961,2.131075
packet_asymmetry_medium AND packet_rate_high AND service_dns,state_int,0.146629,0.999961,2.131075
packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_dns,state_int,0.146629,0.999961,2.131075
packet_rate_high AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND state_int,0.146629,0.999961,2.131075
packet_rate_high AND service_dns,packet_asymmetry_medium AND state_int,0.146629,0.999961,2.131075
packet_rate_high AND proto_udp AND service_dns,packet_asymmetry_medium AND state_int,0.146629,0.999961,2.131075
packet_asymmetry_medium AND packet_rate_medium AND service_dns,outbound_dominance_ratio_medium AND state_int,0.077375,0.999853,2.130844
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND service_dns,state_int,0.077375,0.999853,2.130844
outbound_dominance_ratio_medium AND packet_rate_medium AND service_dns,packet_asymmetry_medium AND state_int,0.077375,0.999853,2.130844
packet_asymmetry_medium AND packet_rate_medium AND service_dns,state_int,0.077375,0.999853,2.130844
outbound_dominance_ratio_medium AND packet_rate_medium AND service_dns,state_int,0.077375,0.999853,2.130844
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND service_dns,state_int,0.077073,0.999852,2.130842
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_medium AND service_dns,state_int,0.077073,0.999852,2.130842
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_medium AND service_dns,outbound_dominance_ratio_medium AND state_int,0.077073,0.999852,2.130842
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_medium AND service_dns,packet_asymmetry_medium AND state_int,0.077073,0.999852,2.130842
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_medium AND service_dns,state_int,0.077073,0.999852,2.130842
bytes_per_packet_low AND packet_asymmetry_medium AND service_dns,outbound_dominance_ratio_medium AND state_int,0.223091,0.99977,2.130667
bytes_per_packet_low AND outbound_dominance_ratio_medium AND service_dns,state_int,0.223091,0.99977,2.130667
bytes_per_packet_low AND packet_asymmetry_medium AND service_dns,state_int,0.223091,0.99977,2.130667
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND service_dns,state_int,0.223091,0.99977,2.130667
bytes_per_packet_low AND outbound_dominance_ratio_medium AND service_dns,packet_asymmetry_medium AND state_int,0.223091,0.99977,2.130667
bytes_per_packet_low AND packet_rate_medium AND proto_udp AND service_dns,packet_asymmetry_medium AND state_int,0.077073,0.999704,2.130527
bytes_per_packet_low AND packet_rate_medium AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND state_int,0.077073,0.999704,2.130527
bytes_per_packet_low AND packet_rate_medium AND proto_udp AND service_dns,state_int,0.077073,0.999704,2.130527
bytes_per_packet_low AND packet_rate_medium AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.077073,0.999704,2.130527
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high,packet_asymmetry_medium AND state_int,0.096937,0.999647,2.130406
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high,state_int,0.096937,0.999647,2.130406
bytes_per_packet_medium AND packet_rate_high,outbound_dominance_ratio_medium AND state_int,0.096937,0.999647,2.130406
bytes_per_packet_medium AND packet_rate_high,state_int,0.096937,0.999647,2.130406
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high,state_int,0.096937,0.999647,2.130406
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high,outbound_dominance_ratio_medium AND state_int,0.096937,0.999647,2.130406
bytes_per_packet_medium AND packet_rate_high,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.096937,0.999647,2.130406
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high,state_int,0.096937,0.999647,2.130406
bytes_per_packet_medium AND packet_rate_high,packet_asymmetry_medium AND state_int,0.096937,0.999647,2.130406
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND service_-,state_int,0.096133,0.999644,2.130399
bytes_per_packet_medium AND packet_rate_high AND service_-,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.096133,0.999644,2.130399
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high AND service_-,packet_asymmetry_medium AND state_int,0.096133,0.999644,2.130399
bytes_per_packet_medium AND packet_rate_high AND service_-,state_int,0.096133,0.999644,2.130399
bytes_per_packet_medium AND packet_rate_high AND service_-,packet_asymmetry_medium AND state_int,0.096133,0.999644,2.130399
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND service_-,outbound_dominance_ratio_medium AND state_int,0.096133,0.999644,2.130399
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high AND service_-,state_int,0.096133,0.999644,2.130399
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND service_-,state_int,0.096133,0.999644,2.130399
bytes_per_packet_medium AND packet_rate_high AND service_-,outbound_dominance_ratio_medium AND state_int,0.096133,0.999644,2.130399
bytes_per_packet_low AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND state_int,0.223091,0.999642,2.130395
bytes_per_packet_low AND proto_udp AND service_dns,state_int,0.223091,0.999642,2.130395
bytes_per_packet_low AND proto_udp AND service_dns,packet_asymmetry_medium AND state_int,0.223091,0.999642,2.130395
bytes_per_packet_low AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.223091,0.999642,2.130395
bytes_per_packet_low AND packet_rate_medium AND service_dns,packet_asymmetry_medium AND state_int,0.077073,0.999408,2.129897
bytes_per_packet_low AND packet_rate_medium AND service_dns,outbound_dominance_ratio_medium AND state_int,0.077073,0.999408,2.129897
bytes_per_packet_low AND packet_rate_medium AND service_dns,state_int,0.077073,0.999408,2.129897
bytes_per_packet_low AND packet_rate_medium AND service_dns,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.077073,0.999408,2.129897
packet_asymmetry_low AND packet_rate_medium AND proto_udp,outbound_dominance_ratio_low,0.042871,0.709955,2.129864
packet_asymmetry_low AND packet_rate_medium AND proto_udp AND state_con,outbound_dominance_ratio_low,0.042871,0.709955,2.129864
bytes_per_packet_low AND packet_rate_low AND proto_tcp AND service_-,outbound_dominance_ratio_low,0.041399,0.709788,2.129363
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low AND proto_tcp,outbound_dominance_ratio_medium AND service_-,0.016927,0.785185,2.129283
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_udp,state_int,0.158183,0.998956,2.128932
bytes_per_packet_low AND packet_rate_high AND proto_udp,outbound_dominance_ratio_medium AND state_int,0.158183,0.998956,2.128932
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp,state_int,0.158183,0.998956,2.128932
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_high AND proto_udp,outbound_dominance_ratio_medium AND state_int,0.158183,0.998956,2.128932
